main_id,name,U,B,V,R,I,G,J,ra,dec,sp_type,sp_qual,otype
"HD 150573",,,6.34,6.199,,,6.18187,5.869,250.94033086021,-41.11920459799,"A4V",C,"*"
"HD   4971",,,8.65,7.22,,,6.73528,5.129,12.905479058809998,-8.818342599630002,"K2III",C,"*"
"HD  75774",,,9.75,8.11,,,7.11876,4.484,132.87609161142,-15.39697652728,"M2III",C,"*"
"HD  61994",,,,,6.7,,6.877,5.772,116.8772435906225,70.2067217392179,"G6V",C,"SB*"
"HD 129505",,,8.05,7.02,,,6.73587,5.228,220.93624635062,-29.996425932679998,"G8III",C,"PM*"
"HD 190322",,8.37,7.46,6.42,,,6.19776,5.031,300.91166239420994,22.94105416038,"K2",E,"*"
"HD  61144",,,8.16,7.03,,,6.73465,5.14,115.81863657538,69.33644777225,"K0",E,"PM*"
"HD 115866",,,8.5,7.2,,,6.79184,5.102,199.54932941582996,67.68793737684,"K0",E,"*"
"NGC  5281",,,6.15,5.9,,,,,206.614,-62.916000000000004,,,"OpC"
"*  47 Lib A",,,6.0,6.05,,,,,238.75152633749997,-19.382917980555558,,,"*"
"HD 197037",,,,,6.61,,6.68727,5.772,309.88733306376,42.24854951413,"G0",E,"PM*"
"IRAS 19429-0432",,,,,,,9.92144,5.589,296.4072816767,-4.41131861129,,,"*"
"HD  30751",,,9.42,7.8,,,6.98772,4.62,73.86793340611,67.54759702426,"K5",E,"*"
"IRAS 14242-7147",,,,,,,10.3068,5.434,217.20843035332,-72.02123433569,,,"*"
"HD  23950",,,6.046,6.07,,,6.04035,5.968,57.4794563095,22.244148907239996,"B8III",C,"*"
"HD 104938",,,9.34,7.73,,,7.07281,4.604,181.25687385036997,-75.68706160486,"K4III",C,"V*"
"V* V497 Cen",,,,11.11,9.98,,8.36409,3.073,199.49186790373997,-41.67396152819,"Me",D,"Mi*"
"HD  65021",,,9.27,7.75,,,7.1232,4.45,119.49351725195,32.94100753942,"K0",E,"*"
"HD  70003",,,6.93,6.7,,,,5.755,124.55332996334243,-37.37460625069245,"A0IV",C,"**"
"IRAS 17478-2735",,,,,,,11.2737,5.344,267.76619850493995,-27.599496532019998,,,"*"
"HD 191973",,,7.968,6.93,,,6.67069,5.245,304.62507598869,-72.80813017899,"K0II/III",D,"*"
"HD 138204",,,6.424,6.219,,,6.19373,5.832,233.01744224890996,-38.6225408578,"A3III",C,"PM*"
"HD  29245",,,8.13,6.98,,,6.68369,5.186,63.99756728762,-84.18123893134,"K0/1III",D,"PM*"
"IRAS 17068-4152",,,,,,,10.6826,5.59,257.59162878676,-41.94197787539001,,,"*"
"V* V718 Aql",,,,,,,10.1718,5.369,298.68809347335,14.166257261249996,,,"LP*"
"HD  56240",,,8.49,7.16,,,6.75121,4.953,107.74888754027,-67.96137461807,"K2III",C,"*"
"HD  24817",,,6.138,6.072,,,6.07927,5.966,59.25715830626,6.039970243729998,"A0Vn",C,"PM*"
"HD 182180",,5.22,5.889,6.011,,,5.99944,6.284,291.12575043129,-27.86594151541,"B2Vnn",C,"*"
"HD 216730",,,7.81,6.86,,,6.61483,5.44,343.57150231884,56.33299861449,"G8III",C,"*"
"HD 110918",,,8.46,7.16,,,6.78384,5.028,191.38345152643998,-4.810946330010001,"K1III",C,"*"
"HD 186568",,5.72,5.979,6.053,,,6.04428,6.084,295.96438134716993,34.16272472925001,"B8III",C,"*"
"HD 200374",,,8.43,7.15,,,6.7763,5.057,315.76727744937,1.6940746988000002,"K1III",C,"*"
"BD+28   697",,,11.67,9.93,,,7.29667,3.252,72.2585999672,28.71091216793,"M8",D,"*"
"BD+14  3294",,,10.25,9.0,,,7.32679,3.917,264.56558361125,14.31865906288,"M2",D,"*"
"V* V2059 Sgr",,,,14.0,,,10.0996,2.857,283.2880827218,-21.47546092093,"M8",D,"Mi*"
"HD 112171",,,6.46,6.3,,,6.20977,5.776,193.55451951500999,33.53447946587,"A7V",C,"PM*"
"HD  14903",,,8.03,6.93,,,6.64288,5.418,36.12716953441001,9.713213124530002,"K0",E,"PM*"
"HD 213884",,,6.425,6.224,,,6.19744,5.835,338.97054617775,-57.88375115973,"A5V",C,"PM*"
"IRAS 13342-6307",,,,,,,9.75142,5.685,204.43514387088996,-63.381885619580004,"M2/3",D,"*"
"HD 207625",,,9.36,7.77,,,6.88777,4.771,327.42809929191,24.08914955849,"K5",E,"*"
"HD     79",,,8.8,7.33,,,6.85083,4.949,1.4010738816,-51.26049030464,"K3/4III",D,"*"
"2MASS J17234708-3737563",,,,,,,,7.462,260.94617999999997,-37.632317,"O-rich",E,"AB*"
"IRAS 12551-5456",,,,,,,10.1068,5.453,194.51823963137,-55.218532776980005,,,"*"
"HD 207030",,,9.09,7.53,,,6.93752,4.773,325.70506451529,69.05367893658,"K2",E,"*"
"V* BU And",,,11.81,10.5,7.85,,8.19762,2.05,350.91621699248,39.72695146817,"M7e",D,"Mi*"
"HD 249474",,,10.04,8.28,,,7.10502,4.34,89.13307116176,11.04333103656,"K5",E,"*"
"HD  26605",,8.35,7.5,6.45,,,6.19012,4.983,63.498720692940005,37.96714945571,"G9III",C,"PM*"
"HD  72832",,,5.785,5.908,,,5.89849,6.128,128.41012936963,-38.84881275644,"B5III",C,"*"
"IRAS 17528-1524",,,,,,,,6.95,268.9245625,-15.408744444444446,,,"*"
"HD  34437",,,9.13,7.59,,,6.97404,4.848,77.8674349576,-69.54608970652,"K5III",C,"*"
"HD 220466",,,6.884,6.475,,,6.36426,5.656,351.01658071524,-21.77441177329,"F3IV/V",D,"PM*"
"CD-46 12979",,,9.99,8.43,,,7.3057,4.191,291.00373284124,-45.94762752660001,,,"*"
"IRAS 21409+5040",,,,,,,10.2465,5.393,325.69452887375,50.89728075515,,,"LP?"
"IRAS 21409+5040",,,,,,,10.2465,5.393,325.69452887375,50.89728075515,,,"LP?"
"HD 202128",,,6.496,6.252,,,6.24021,5.77,318.36995326392,15.982422093999997,"A7Vn",C,"**"
"* zet02 Cnc",,,6.36,5.79,,,5.93185,,123.05499829926998,17.64849074025,"G0IV-V",C,"SB*"
"HD 204612",,,8.4,7.18,,,6.81297,4.965,321.82464016939,62.10105552081999,"K0",E,"*"
"IRAS 18214-1446",,,,,,,10.2294,5.58,276.09263261887,-14.741476681530001,,,"*"
"HD  24545",,,8.023,6.973,,,6.7075,5.202,60.79640743745001,78.20276876444,"K0",E,"*"
"V* CM Gru",,,10.32,8.9,,,7.30164,3.978,324.04108110434,-47.95516708862,"M5(III)",D,"LP*"
"HD 187653",,,6.37,6.205,,,6.18358,5.865,298.66850257351,-61.17079144345999,"A4V",C,"*"
"HD  51258",,,9.76,8.03,,,7.13462,4.484,103.74104767646,-36.31885436875,"M1III",C,"*"
"HD 157466",,,,,6.6,,6.74726,5.781,260.61519157746,24.87942645439,"F8V",D,"PM*"
"HD 222872",,,6.7,6.23,7.43,,6.12459,5.434,356.12110582157,-26.246634268409995,"F3/5V",D,"PM*"
"HD 111931",,,9.11,7.58,,,7.00622,4.878,193.32546893608,-45.14192953526,"K4III",C,"*"
"IRAS 20465+3026",,,,,,,10.2441,5.377,312.15987768279,30.62857787640001,,,"V*"
"HD 217680",,,9.56,7.9,,,7.06474,4.601,345.61085108966,-0.59798195047,"M2III",C,"*"
"V* V431 Cyg",,,,12.03,,,8.94696,3.971,303.3009963304,41.45710952637,"M6.5",D,"LP*"
"V* V353 Pup",,,11.52,9.25,,,7.10208,3.661,116.64228145166,-32.30457818147999,"M4",D,"LP*"
"HD 213741",,,8.44,7.13,,,6.73642,4.983,339.0278815397,-70.96382840743,"K2III",C,"*"
"HD 105475",,,7.99,6.97,,,6.70263,5.191,182.15523169398998,26.49354581768,"K0III",C,"PM*"
"V* IY Lup",,,9.97,8.3,,,7.14293,4.349,227.31168878711,-32.835544086599995,"M2III",C,"LP?"
"V* IY Lup",,,9.97,8.3,,,7.14293,4.349,227.31168878711,-32.835544086599995,"M2III",C,"LP?"
"* 129 Tau",,,5.913,5.994,,,5.97817,6.062,86.68957012112,15.8224951298,"B8IIIpHg(Mn)",C,"*"
"* nu.02 Ara",,,6.077,6.076,,,6.0713,5.971,267.79602210925,-53.13026904318,"B9.5III/IV",D,"*"
"HD  40626",,5.88,5.998,6.04,,,6.03779,6.019,90.70251251505,49.9056787769,"B9.5IV",C,"*"
"IRAS 15292-5836",,,,,,,10.0271,5.448,233.29920154877,-58.772387078579996,,,"*"
"IRAS 17461-3737",,,,,,,10.5593,5.314,267.37788775222,-37.63708454228,,,"*"
"IRAS 18225-1152",,,,,,,11.3109,5.593,276.32511766396,-11.85305062023,,,"LP*"
"HD 172401",,,8.08,7.01,,,6.735,5.233,279.91534190689,8.73281184553,"K0III",D,"SB*"
"HD  44594A",,,7.263,6.608,,,6.45655,5.495,95.02556170886085,-48.741090571146394,,,"PM*"
"IRAS 15418-0904",,,,,,,10.2068,5.438,236.12705612196999,-9.237124727469999,,,"*"
"HD 114772",,,5.89,5.9,,,6.53826,5.912,198.34730363792306,-50.69982629354853,"B9.5V",C,"**"
"HD 156488",,,10.08,8.21,,,7.14109,4.342,259.59971842211996,-15.197514885279999,"K5/M0III",D,"*"
"HD 200026",,,7.86,6.9,,,6.65259,5.242,315.57386726341997,-42.99741184132,"K0III/IV",D,"PM*"
"HD  29583",,,8.57,7.23,,,6.78908,5.144,69.86794288059,-0.08442927878,"K2III",C,"*"
"HD   7590",,,7.17,6.59,,,6.46461,5.515,19.121887048119998,42.939417416999994,"G0-V(k)",C,"BY*"
"HD 161502",,,7.85,6.96,,,6.62662,5.253,266.36360092718996,11.14469763658,"G5III",C,"*"
"[W71b] 142-01",,,,,,,9.94046,5.8,260.92864284488996,-28.346043348689996,"C",D,"C*"
"HD 120934",,,6.138,6.098,,,6.09601,5.936,208.07669334466,12.16513808842,"A1V",C,"*"
"HD 173027",,,10.8,8.72,,,7.2383,3.967,280.77115006920997,6.77342046487,"K2",E,"*"
"HD 213992",,,8.43,7.14,,,6.76345,4.94,338.69760083163,29.957397810800003,"K3III",C,"*"
"HD 193793",,6.9,7.25,6.85,4.58,,6.64132,5.547,305.11656579529,43.85452412229001,"WC7p+O5",C,"WR*"
"V* RT Sex",,,10.08,8.47,,,7.13007,4.286,153.08007834412,-10.32143249913,"M3III",C,"LP*"
"HD  32996",,,6.005,6.039,,,6.03175,6.044,76.65309526838,-13.12262127748,"B9.5/A0IV",C,"*"
"HD  94275",,,6.509,6.285,,,6.25577,5.795,162.94532817079,-57.27230393744,"A5/7III",D,"PM*"
"IRAS 18284-2141",,,,,,,9.76289,5.575,277.86874688204,-21.65525459566,,,"*"
"HD  13568",,,8.68,7.3,,,6.86103,5.072,33.01685470152,-17.72853064704,"K2III",C,"*"
"HD 201933",,,7.9,6.93,,,6.67606,5.268,318.82212297353,-58.929580476439995,"G8III",C,"PM*"
"HD  19545",,,6.338,6.17,,,6.15511,5.891,46.96187472369,-27.831151166920005,"A3V",C,"PM*"
"IRAS 01072+4854",,,,,,,9.8129,5.384,17.553111089299996,49.17222103194,"M5-M6III",D,"LP*"
"HD  33585",,8.44,7.8,,6.2,,6.48508,4.836,78.08961801808,26.454614220360003,"G5III",D,"PM*"
"HD  35542",,,8.41,7.2,,,6.84252,5.104,81.99337800197,48.38122839659,"K0",E,"*"
"HD  26415",,,7.97,6.95,,,6.68459,5.205,65.01149501728,78.07958590196,"G5",E,"*"
"V* BW Per",,,10.86,9.33,,,7.24165,3.639,41.78435043775001,46.05818295304,"M2",D,"Mi*"
"IRAS 03268+7416",,,,,,,10.8194,5.19,53.13414111586,74.45120112896,,,"Mi*"
"HD  50300",,,8.5,7.18,,,6.80095,5.098,103.23798661387,8.664372058729999,"K0",E,"*"
"HD  76334",,,8.15,7.0,,,6.72796,5.116,133.84482183525,-3.1477446051100006,"K0/1III",D,"*"
"* B Vel B",,,5.96,6.1,,,,,125.63226383750003,-48.490540902777774,,,"*"
"Cl Pismis    4",,,6.16,5.9,,,,,128.79,-44.407,,,"OpC"
"HD  17605",,7.19,7.05,6.44,,,6.29418,5.259,42.647046564019995,36.9483273131,"G0",E,"PM*"
"IRAS 14105-6230",,,,,,,10.6754,5.422,213.57018617018997,-62.75022482351,,,"*"
"HD 193350",,,7.175,6.834,,,6.66609,5.497,304.83819628914,14.370730057429999,"A0",E,"*"
"HD  58797",,,8.83,7.43,,,6.89619,5.026,111.52157695567001,-26.79032840921,"K3IIICNIV/V",D,"*"
"Case   98",,,,,,,9.58179,5.78,77.56936830406,39.38875570374,"C",D,"C*"
"HD 213761",,,9.92,8.21,,,,4.767,338.2616625,41.350572222222226,"K0",E,"**"
"IRAS 12490-6028",,,,,,,9.89581,5.515,193.02629310715,-60.74566080331,"M7",D,"*"
"HD  22545",,,9.78,7.93,,,7.02561,4.593,54.4790440887,9.93283418411,"K2",E,"*"
"HD  34596",,,8.23,7.05,,,6.74483,5.138,79.60610526878,-5.660923771360001,"K1III",C,"PM*"
"HD  73859",,,9.35,7.82,,,6.81553,4.554,130.01586573735,-15.03654202446,"M2/3III",D,"*"
"V* V429 Aql",,,11.55,10.46,,,7.33922,3.113,299.62916467487,16.00531597072,"M2",E,"LP*"
"HD 239282",,,10.46,9.18,,,7.20623,3.899,300.10110039141,55.79762214708,"M3",E,"*"
"BD+60   265",,,10.73,8.43,,,7.24824,4.002,23.3882024936,61.558242133979995,"M0.5Iab",C,"s*r"
"V* SZ Cnc",,,,,,,10.4518,5.147,125.34740225858998,14.00436607547,"M2",D,"Mi*"
"HD  79066",,,6.648,6.342,,,6.2712,5.729,137.98180645866,5.46862692915,"A9IV",C,"PM*"
"HD 198010",,,8.0,6.96,,,6.69634,5.242,312.31142692077,-48.22448586905,"K0/1III",D,"*"
"HD  42939",,,8.18,7.03,,,6.7157,5.119,93.61883040164001,21.78169550296,"K0",E,"*"
"IRAS 07249+0711",,,,,,,9.74251,5.43,111.90311008611,7.08287936133,,,"LP?"
"IRAS 07249+0711",,,,,,,9.74251,5.43,111.90311008611,7.08287936133,,,"LP?"
"HD 165281",,,,,6.5,,6.6724,5.82,270.97250540806,30.37722261935,"F5V",C,"PM*"
"HD 102628",,,9.22,7.61,,,6.9286,4.821,177.21859885017,-16.59766399426,"K5/M0III",D,"*"
"V* XZ Cen",,,11.26,10.01,7.49,,7.30098,2.776,186.05000807767,-35.63377623448,"M5(III)e",D,"Mi*"
"HD 105096",,,8.11,7.04,,,6.74655,5.218,181.50592436432999,-54.25776654977,"K1III",C,"RG*"
"V* BB Dra",,,11.43,10.17,,,7.35789,3.164,268.43731650391,57.05595194591,"M8",D,"LP*"
"HD  51367",,,8.14,6.99,,,6.68802,5.226,103.90195651464,-33.80683806233999,"K1/2III",D,"*"
"HD 170053",,,8.728,7.301,,,6.84014,5.005,276.8095051922,7.00909796334,"K0IIb",C,"RG*"
"V* V567 Cep",,,,,,,9.82212,5.523,324.8568512959599,67.97332049669,,,"LP*"
"HD 221304",,,8.36,7.09,,,6.75419,5.054,352.69619313961,33.83569129125001,"K2",E,"*"
"V* V335 Sge",,,10.71,9.05,,,7.08828,3.855,303.58566881966,17.01520445671,"S6/1",B,"S*"
"IRAS 16508-5441",,,,,,,9.66619,5.581,253.71824535967997,-54.76864221782,,,"*"
"V* V379 Cep",,6.17,6.591,6.334,,,6.24148,5.617,310.80701537846,57.1139918755,"B2III",C,"EB*"
"IRAS 17511-2940",,,,,,,10.5883,5.36,268.58003122695993,-29.68654580351,,,"*"
"HD 202596",,,8.97,7.47,,,6.89688,4.738,318.36868456836,66.52292298855,"K2",E,"*"
"IRAS 16274-3448",,,,,,,9.57969,5.649,247.67121696496997,-34.91750224214,,,"*"
"IRAS 13127-6427",,,,,,,10.6708,5.344,199.01783131880998,-64.72734998358,"M9",D,"LP?"
"IRAS 13127-6427",,,,,,,10.6708,5.344,199.01783131880998,-64.72734998358,"M9",D,"LP?"
"IRAS 19248+1619",,,,,,,10.4043,5.43,291.78686954987,16.42203135144,,,"*"
"HD  63497",,,8.32,7.08,,,6.72935,5.262,117.41738141033,12.14876189959,"K0",E,"*"
"BD-17  3840",,,10.98,9.91,,,7.47303,3.408,200.79950523901996,-18.32479165299,"M5",D,"*"
"*  11 Cnc",,,7.97,6.92,,,6.67107,5.416,122.20667064549001,27.480405765119997,"K0III",C,"*"
"HD 100338",,,8.57,7.22,,,6.8201,5.0,173.25862785505,34.05145581718,"K2",E,"*"
"IRAS 14332-2313",,,,,,,9.81016,5.526,219.01450538712,-23.44001369324,,,"*"
"IRAS 16087-1632",,,,,,,9.56953,5.574,242.89274793077993,-16.66998678021,,,"*"
"HD 135294",,10.04,8.37,6.91,,,6.37591,4.048,220.07632807735996,87.21476968131,"K0",E,"*"
"HD  80936",,,8.096,7.027,,,6.73028,5.179,140.18459152162,-53.25528220184,"K0III",C,"PM*"
"IRAS 10342-6314",,,,,,,9.7459,5.549,158.99869522158,-63.49765193562,"M7",D,"*"
"IRAS 14515-5811",,,,,,,10.173,5.624,223.85040027978997,-58.39725772241001,,,"*"
"HD 101247",,,8.38,7.07,,,6.70398,5.249,174.6991026272,-47.85123488877999,"K2/3IIICNII",D,"*"
"HD  27683",,,8.43,7.17,,,6.73713,5.066,65.8966578578,35.90306542766,"G5",E,"*"
"IRAS 03386+6044",,,,,,,10.2006,5.53,55.70656387367999,60.902412068020006,"M7II",C,"LP*"
"HD 158872",,,9.33,7.72,,,6.92225,4.767,262.66617717548,24.041285104209997,"K5",E,"*"
"*  12 Lyn B",,,6.09,5.99,,,6.01625,,101.55984657077,59.44182007181999,"A2V",C,"*"
"HD  16295",,,7.98,6.94,,,6.67968,5.213,39.14146083147,-14.656727095170002,"K0III",C,"**"
"HD 174405",,,8.42,7.22,,,6.85126,5.076,282.86001023274,-27.164224752069998,"K0III",C,"*"
"IRAS 19193-0438",,,,,,,9.53731,5.658,290.48772653851,-4.5420091414299995,,,"*"
"HD 175866",,9.11,7.87,6.67,,,6.32169,4.466,283.97303152224,35.810554383,"K0",E,"*"
"IRAS 17126-3253",,,,,,,11.1707,5.429,258.98483829712,-32.944079239,,,"*"
"HD 127000",,,10.43,8.91,,,7.25776,4.008,217.5880742166,-47.01104221657,"M4/5III",D,"*"
"IRAS 17206-5053",,,,,,,9.60501,5.575,261.12722514706,-50.9377087328,,,"*"
"HD 184149",,,9.4,7.76,,,7.02011,4.696,292.97366764457,31.21494596727001,"M0III",C,"V*"
"HD 189702",,,8.33,7.13,,,6.77746,5.08,299.779559056,50.6630790141,"K0",E,"*"
"V* V350 Hya",,,9.57,7.93,,,7.05749,4.653,211.09898670217999,-29.89962840948,"M2III",C,"LP*"
"[WWV2004] J1850518-001928",,,,,,,10.1365,5.594,282.71217699909,-0.32427732781999996,,,"LP*"
"V* V2374 Oph",,,9.48,7.78,,,6.95914,4.826,263.39405928226995,-22.17167168588,"K4/5III",D,"LP*"
"V* KN Mon",,,,,,,9.40092,5.723,111.46183811813002,-10.685506863950001,"S",D,"S*"
"IRAS 09237-5319",,,,,,,9.86113,5.57,141.33156969237,-53.54517606849,"M8",D,"*"
"V* V772 Cen",,10.43,9.64,7.85,,,6.67153,3.488,175.45585334818,-63.41457059804999,"M2Ibep+B?",C,"s*r"
"* lam01 Tuc",,,6.78,6.22,,,6.54937,5.731,13.102164159069998,-69.50376128404,"F7IV/V",D,"PM*"
"HD  31363",,,8.39,7.17,,,6.79241,5.042,74.02765011654,22.57656070526,"K0III",E,"PM*"
"HD 214466",,,7.98,6.95,,,6.69248,5.261,339.73553502286995,-39.15492381555,"K0III",C,"*"
"HD  17005",,,7.58,6.79,,,6.59149,5.372,40.71033701918,-28.151326526199995,"G0II",C,"*"
"HD 123337",,,11.49,10.24,,,7.15767,3.285,212.45863469830996,-68.18954976305,"M5/7(III)",E,"*"
"IRAS 16337-4750",,,,,,,10.6036,5.549,249.34507130684,-47.9352489806,,,"*"
"V* GL Cet",,,11.54,10.32,,,7.19305,3.161,2.99916059655,-24.56623830381,"M6",D,"LP*"
"IRAS 00251+6509",,,,,,,9.97592,5.69,6.98851856626,65.43801004996,,,"*"
"V* V449 Aql",,,,,,,9.90019,5.68,292.84444864118,13.468142081749999,"M6.5",D,"LP*"
"HD 183585",,,7.77,6.9,,,6.6809,5.287,292.16050457469,39.94083446767,"G5",E,"*"
"HD 132029",,,6.22,6.122,,,6.12595,5.898,223.99413478976996,32.30006222544,"A2V",D,"PM*"
"CD-28 14690",,,,11.5,,7.3,8.67151,3.752,278.2520790369699,-28.906627329789995,"M6",D,"*"
"IRAS 09527-7608",,,,,,,9.75069,5.503,148.2255524949,-76.37929431153,,,"*"
"HD 162030",,,8.14,7.02,,,6.72074,5.192,267.48938405,-24.20705245399,"K1III",C,"RG*"
"HD  44765",,,8.51,7.2,,,6.79744,5.031,95.14815125155,-52.069840770540004,"K2/3III",D,"*"
"V* FG Vul",,,10.82,9.27,,,7.24269,3.744,308.63765205187997,28.280932607979995,"M5II-III",D,"LP*"
"IRAS 19419+0248",,,,,,,10.0756,5.469,296.11816202501,2.93803572607,,,"LP*"
"HD  91869",,,7.81,6.91,,,6.66704,5.279,158.76926115215,-57.67713178012999,"G8/K0III",D,"*"
"HD  62981",,,9.08,7.59,,,6.94805,4.911,116.48840565490003,-18.9045277041,"K4III",C,"*"
"HD  49564",,,8.77,7.4,,,6.90658,4.853,102.40111026619,13.19051011936,"F8",E,"*"
"HD 138105",,,6.371,6.194,,,6.18058,5.873,232.65104577188998,-20.728552952349997,"A3V",C,"V*"
"IRAS 16321-3625",,,,,,,10.2143,5.541,248.87086164740998,-36.52433343619,,,"*"
"HD 158855",,,8.511,7.178,,,6.72809,5.204,262.8784513270899,1.6722976017300002,"K1III",C,"*"
"HD  55111",,,6.036,6.059,,,6.06419,6.024,107.96409586745,5.654703025160001,"A1V",C,"*"
"HD 189751",,,8.13,7.016,,,6.73328,5.16,300.04767490137,36.4141351061,"K1III",C,"*"
"HD 117360",,,6.96,6.52,,,6.40133,5.618,203.30691214514997,-77.56938936886917,"F8VFe-0.9",C,"PM*"
"HD 172651",,,8.885,7.462,,,6.9715,4.93,280.36116889805,0.56441218085,"K3III",C,"*"
"HD  57508",,8.24,7.49,6.51,,,6.30385,4.978,113.6658475211,80.89669745048,"G7III:",D,"*"
"HD 143306",,,7.01,6.51,,,6.40307,5.599,240.61848250354,-56.85446092388,"F8V",C,"PM*"
"HD  76161",,,5.749,5.889,,,5.87637,6.157,133.16086121333,-48.35908811752,"B5V",C,"*"
"HD  67827",,,7.188,6.597,,,6.47063,5.495,122.84021218176,38.73131261031,"G0",E,"PM*"
"BD-20  5198",,,11.51,10.03,,,7.47668,3.245,279.19062033999,-19.896534703260002,"M5",D,"*"
"2MASS J05162172+3042398",,,,,11.208,,10.2853,3.676,79.09052148014,30.711066165999995,,,"LP*"
"IRAS 19418-1729",,,,,,,10.073,5.46,296.17709945912,-17.36971147492,,,"*"
"HD 201065",,,9.31,7.55,,,6.87115,4.868,316.39912262912,46.96326837364,"K4Ib-II",C,"*"
"HD 181683",,,8.018,6.903,,,6.61743,5.44,290.22457308825994,13.576590493039998,"K0",E,"*"
"V* CY Lyn",,,6.182,6.129,,,6.13079,5.917,133.48200636797,35.53829369309,"A4III",C,"El*"
"HD  26429",,,9.07,7.54,,,6.95208,4.891,62.18414177697001,-47.39419689225,"K4III",C,"*"
"IRAS 19045-0325",,,,,,,9.96296,5.476,286.78321599481,-3.3398522853400006,,,"LP?"
"IRAS 19045-0325",,,,,,,9.96296,5.476,286.78321599481,-3.3398522853400006,,,"LP?"
"HD 129883",,,9.55,7.86,,,7.07362,4.622,221.990548494,-63.92841236225,"M0III",C,"*"
"BD+33  3122",,,10.09,8.51,,,7.29508,4.109,277.76779092759,33.39603590462,"M0",D,"*"
"HD  45974",,,8.08,6.97,,,6.6671,5.181,97.61173589576,-3.02209771845,"G8III",C,"V*"
"HD 110461",,,6.029,6.057,,,6.04635,6.027,190.70734835848998,-55.94702754447001,"B9V",C,"*"
"HD 106797",,,6.073,6.054,,,6.05538,5.997,184.27629066429998,-65.69295965132,"A0V",C,"*"
"V* VY Dra",,,9.06,7.55,,,7.00464,4.889,234.96033309609,64.66184362488,"K2",E,"V*"
"IRAS 16174-2001",,,,,,,10.4978,5.522,245.08730173888,-20.135014624089997,,,"*"
"HD 114231",,,9.09,7.52,,,6.92978,4.922,197.48519395972997,-47.55572396835,"K4III",C,"*"
"HD  94031",,,,,7.0,,7.32722,5.699,162.80046930655,2.7077446611000004,"K0/1III",D,"PM*"
"HD  45022",,,9.16,7.55,,,6.95178,4.744,97.1935991747,58.96176214468,"K0",E,"*"
"V* V408 Sco",,,,,,,11.4978,5.274,268.18283227266994,-37.74160935153,,,"Mi*"
"HD 201507",,,6.8,6.43,,,6.35447,5.69,317.4927687846185,2.943697108713,"F2V",C,"PM*"
"IRAS 16253-3714",,,,,,,10.609,5.435,247.17584555385997,-37.35845129371,,,"*"
"HD 209343",,,9.9,8.36,,,7.07651,4.423,330.48189983691,36.94571559114,"K5",E,"*"
"HD 195148",,,10.44,8.91,,,7.31398,3.953,306.79840865833,53.84008104361,"M2",D,"LP?"
"HD 195148",,,10.44,8.91,,,7.31398,3.953,306.79840865833,53.84008104361,"M2",D,"LP?"
"HD  41165",,,8.38,7.11,,,6.71301,5.227,90.85863789578,3.86245438013,"K2III",C,"PM*"
"HD 186063",,,8.03,6.98,,,6.70912,5.184,293.79261405257,74.37748488403,"K0",E,"*"
"HD 145788",,,6.367,6.255,,,6.22518,5.826,243.23577629240003,-4.220786625009999,"A0V",C,"*"
"HD 214182",,,8.31,7.13,,,6.77977,5.084,339.11747227205,6.5122058118399995,"K0",E,"*"
"IRAS 17309-1724",,,,,,,11.1645,5.688,263.47157738236996,-17.43854278868,,,"LP?"
"IRAS 17309-1724",,,,,,,11.1645,5.688,263.47157738236996,-17.43854278868,,,"LP?"
"HD 166675",,,8.02,6.94,,,6.66409,5.251,273.45292260465,-43.20433342932,"K0III",C,"*"
"HD 175370",,,8.46,7.19,,,6.82913,5.001,283.24883201969,43.71346985619,"K2III",C,"Er*"
"HD  16448",,,8.221,7.051,,,6.73419,5.045,40.16980181012,57.30883758727,"K2III",C,"SB*"
"HD 135348",,5.26,5.899,6.034,,,6.02101,6.27,229.04358558948996,-43.48499654575001,"B2/3IV",D,"*"
"HD 168797",,5.47,6.09,6.13,,,6.10516,6.128,275.36833780024995,5.435711241910001,"B2Vne",C,"Be*"
"IRAS 04362+5218",,,,,,,10.2191,5.604,70.03243719968,52.40234519748,,,"LP*"
"V* TZ LMi",,,9.99,8.55,,,7.33173,4.131,154.69353586489,39.31152081698,"M2",D,"LP*"
"V* SX Vul",,,,,9.18,,10.2492,4.487,308.78924424539,28.57246160192,"M8e",D,"Mi*"
"HD 198949",,,6.785,6.434,,,6.3501,5.676,313.49327925332,-6.889459356120001,"F2III/IV",D,"*"
"HD  48587",,10.19,8.49,6.89,,,6.21613,4.144,101.54710920595,42.26554891031001,"K0",E,"*"
"HD 140285A",,,6.06,6.11,,,6.09674,5.983,236.09447531205,-41.81908769129999,,,"*"
"HD  28321",,,8.75,7.38,,,6.88508,4.79,67.09855189494,11.665908365,"K0",E,"*"
"HD  89263",,,6.42,6.22,,,,5.889,154.0133758511064,-59.90340859847297,"A5V",C,"**"
"HD  43962",,,10.12,8.56,,,7.26555,4.183,95.33295677394001,45.1070220513,,,"V*"
"HD 200753",,,6.563,6.31,,,6.26359,5.746,315.93111105811,46.86313706427,"F0IVn",C,"PM*"
"V* V4388 Sgr",,,10.068,8.35,,,7.12113,4.357,273.9835556325,-31.7589920253,"M2III",C,"LP?"
"V* V4388 Sgr",,,10.068,8.35,,,7.12113,4.357,273.9835556325,-31.7589920253,"M2III",C,"LP?"
